,preds,labels
0,58.64539684035056,61.0
1,58.64539684035056,61.0
2,58.64539684035056,61.0
3,58.64539684035056,61.0
4,58.64539684035056,61.0
5,58.64539684035056,61.0
6,58.64539684035056,61.0
7,58.64539684035056,61.0
8,58.64539684035056,61.0
9,58.64539684035056,61.0
10,58.64539684035056,61.0
11,58.64539684035056,61.0
12,58.64539684035056,61.0
13,58.64539684035056,61.0
14,58.64539684035056,61.0
15,58.64539684035056,61.0
16,58.64539684035056,61.0
17,58.64539684035056,61.0
18,58.64539684035056,61.0
19,58.64539684035056,61.0
20,58.64539684035056,61.0
21,58.64539684035056,61.0
22,58.64539684035056,61.0
23,58.64539684035056,61.0
24,58.64539684035056,61.0
25,58.64539684035056,61.0
26,58.64539684035056,61.0
27,58.64539684035056,61.0
28,58.64539684035056,61.0
29,58.64539684035056,61.0
30,58.64539684035056,61.0
31,58.64539684035056,61.0
32,58.64539684035056,61.0
33,58.64539684035056,61.0
34,58.64539684035056,61.0
35,58.64539684035056,61.0
36,58.64539684035056,61.0
37,58.64539684035056,61.0
38,58.64539684035056,61.0
39,58.64539684035056,61.0
40,58.64539684035056,61.0
41,58.64539684035056,61.0
42,58.64539684035056,61.0
43,58.64539684035056,61.0
44,58.64539684035056,61.0
45,58.64539684035056,61.0
46,58.64539684035056,61.0
47,58.64539684035056,61.0
48,58.64539684035056,61.0
49,58.64539684035056,61.0
50,58.64539684035056,61.0
51,58.64539684035056,61.0
52,58.64539684035056,61.0
53,58.64539684035056,61.0
54,58.64539684035056,61.0
55,58.64539684035056,61.0
56,58.64539684035056,61.0
57,58.64539684035056,61.0
58,58.64539684035056,61.0
59,58.64539684035056,61.0
60,58.64539684035056,61.0
61,58.64539684035056,61.0
62,58.64539684035056,61.0
63,58.64539684035056,61.0
64,58.64539684035056,61.0
65,58.64539684035056,61.0
66,58.64539684035056,61.0
67,58.64539684035056,61.0
68,58.64539684035056,61.0
69,58.64539684035056,61.0
70,58.64539684035056,61.0
71,58.64539684035056,61.0
72,58.64539684035056,61.0
73,58.64539684035056,61.0
74,58.64539684035056,61.0
75,58.64539684035056,61.0
76,58.64539684035056,61.0
77,58.64539684035056,61.0
78,58.64539684035056,61.0
79,58.64539684035056,61.0
80,58.64539684035056,61.0
81,58.64539684035056,61.0
82,58.64539684035056,61.0
83,58.64539684035056,61.0
84,58.64539684035056,61.0
85,58.64539684035056,61.0
86,58.64539684035056,61.0
87,58.64539684035056,61.0
88,58.64539684035056,61.0
89,58.64539684035056,61.0
90,58.64539684035056,61.0
91,58.64539684035056,61.0
92,58.64539684035056,61.0
93,58.64539684035056,61.0
94,58.64539684035056,61.0
95,58.64539684035056,61.0
96,58.64539684035056,61.0
97,58.64539684035056,61.0
98,58.64539684035056,61.0
99,58.64539684035056,61.0
100,58.64539684035056,61.0
101,58.64539684035056,61.0
102,58.64539684035056,61.0
103,58.64539684035056,61.0
104,58.64539684035056,61.0
105,58.64539684035056,61.0
106,58.64539684035056,61.0
107,58.64539684035056,61.0
108,58.64539684035056,61.0
109,58.64539684035056,61.0
110,58.64539684035056,61.0
111,58.64539684035056,61.0
112,58.64539684035056,61.0
113,58.64539684035056,61.0
114,58.64539684035056,61.0
115,58.64539684035056,61.0
116,58.64539684035056,61.0
117,58.64539684035056,61.0
118,58.64539684035056,61.0
119,58.64539684035056,61.0
120,58.64539684035056,61.0
121,58.64539684035056,61.0
122,58.64539684035056,61.0
123,58.64539684035056,61.0
124,58.64539684035056,61.0
125,58.64539684035056,61.0
126,58.64539684035056,61.0
127,58.64539684035056,61.0
128,58.64539684035056,61.0
129,58.64539684035056,61.0
130,58.64539684035056,61.0
131,58.64539684035056,61.0
132,58.64539684035056,61.0
133,58.64539684035056,61.0
134,58.64539684035056,61.0
135,58.64539684035056,61.0
136,58.64539684035056,61.0
137,58.64539684035056,61.0
138,58.64539684035056,61.0
139,58.64539684035056,61.0
140,58.64539684035056,61.0
141,58.64539684035056,61.0
142,58.64539684035056,61.0
143,58.64539684035056,61.0
144,58.64539684035056,61.0
145,58.64539684035056,61.0
146,58.64539684035056,61.0
147,58.64539684035056,61.0
148,58.64539684035056,61.0
149,58.64539684035056,61.0
150,58.64539684035056,61.0
151,58.64539684035056,61.0
152,58.64539684035056,61.0
153,58.64539684035056,61.0
154,58.64539684035056,61.0
155,58.64539684035056,61.0
156,58.64539684035056,61.0
157,58.64539684035056,61.0
158,58.64539684035056,61.0
159,58.64539684035056,61.0
160,58.64539684035056,61.0
161,58.64539684035056,61.0
162,58.64539684035056,61.0
163,58.64539684035056,61.0
164,58.64539684035056,61.0
165,58.64539684035056,61.0
166,58.64539684035056,61.0
167,58.64539684035056,61.0
168,58.64539684035056,61.0
169,58.64539684035056,61.0
170,58.64539684035056,61.0
171,58.64539684035056,61.0
172,58.64539684035056,61.0
173,58.64539684035056,61.0
174,58.64539684035056,61.0
175,58.64539684035056,61.0
176,58.64539684035056,61.0
177,58.64539684035056,61.0
178,58.64539684035056,61.0
179,58.64539684035056,61.0
180,58.64539684035056,61.0
181,58.64539684035056,61.0
182,58.64539684035056,61.0
183,58.64539684035056,61.0
184,58.64539684035056,61.0
185,58.64539684035056,61.0
186,58.64539684035056,61.0
187,58.64539684035056,61.0
188,58.64539684035056,61.0
189,58.64539684035056,61.0
190,58.64539684035056,61.0
191,58.64539684035056,61.0
192,58.64539684035056,61.0
193,58.64539684035056,61.0
194,58.64539684035056,61.0
195,58.64539684035056,61.0
196,58.64539684035056,61.0
197,58.64539684035056,61.0
198,58.64539684035056,61.0
199,58.64539684035056,61.0
200,58.64539684035056,61.0
201,58.64539684035056,61.0
202,58.64539684035056,61.0
203,58.64539684035056,61.0
204,58.64539684035056,61.0
205,58.64539684035056,61.0
206,58.64539684035056,61.0
207,58.64539684035056,61.0
208,58.64539684035056,61.0
209,58.64539684035056,61.0
210,58.64539684035056,61.0
211,58.64539684035056,61.0
212,58.64539684035056,61.0
213,58.64539684035056,61.0
214,58.64539684035056,61.0
215,58.64539684035056,61.0
216,58.64539684035056,61.0
217,58.64539684035056,61.0
218,58.64539684035056,61.0
219,58.64539684035056,61.0
220,58.64539684035056,61.0
221,58.64539684035056,61.0
222,16.986692554947616,6.0
223,16.986692554947616,6.0
224,16.986692554947616,6.0
225,16.986692554947616,6.0
226,16.986692554947616,6.0
227,16.986692554947616,6.0
228,16.986692554947616,6.0
229,16.986692554947616,6.0
230,16.986692554947616,6.0
231,16.986692554947616,6.0
232,16.986692554947616,6.0
233,16.986692554947616,6.0
234,16.986692554947616,6.0
235,16.986692554947616,6.0
236,16.986692554947616,6.0
237,16.986692554947616,6.0
238,16.986692554947616,6.0
239,16.986692554947616,6.0
240,16.986692554947616,6.0
241,16.986692554947616,6.0
242,16.986692554947616,6.0
243,16.986692554947616,6.0
244,16.986692554947616,6.0
245,16.986692554947616,6.0
246,16.986692554947616,6.0
247,16.986692554947616,6.0
248,16.986692554947616,6.0
249,16.986692554947616,6.0
250,16.986692554947616,6.0
251,16.986692554947616,6.0
252,16.986692554947616,6.0
253,16.986692554947616,6.0
254,16.986692554947616,6.0
255,16.986692554947616,6.0
256,16.986692554947616,6.0
257,16.986692554947616,6.0
258,16.986692554947616,6.0
259,16.986692554947616,6.0
260,16.986692554947616,6.0
261,16.986692554947616,6.0
262,16.986692554947616,6.0
263,16.986692554947616,6.0
264,16.986692554947616,6.0
265,16.986692554947616,6.0
266,16.986692554947616,6.0
267,16.986692554947616,6.0
268,16.986692554947616,6.0
269,16.986692554947616,6.0
270,16.986692554947616,6.0
271,16.986692554947616,6.0
272,16.986692554947616,6.0
273,16.986692554947616,6.0
274,16.986692554947616,6.0
275,16.986692554947616,6.0
276,16.986692554947616,6.0
277,16.986692554947616,6.0
278,16.986692554947616,6.0
279,16.986692554947616,6.0
280,16.986692554947616,6.0
281,16.986692554947616,6.0
282,16.986692554947616,6.0
283,16.986692554947616,6.0
284,16.986692554947616,6.0
285,16.986692554947616,6.0
286,16.986692554947616,6.0
287,16.986692554947616,6.0
288,16.986692554947616,6.0
289,16.986692554947616,6.0
290,16.986692554947616,6.0
291,16.986692554947616,6.0
292,16.986692554947616,6.0
293,16.986692554947616,6.0
294,16.986692554947616,6.0
295,16.986692554947616,6.0
296,16.986692554947616,6.0
297,16.986692554947616,6.0
298,16.986692554947616,6.0
299,16.986692554947616,6.0
300,16.986692554947616,6.0
301,16.986692554947616,6.0
302,16.986692554947616,6.0
303,16.986692554947616,6.0
304,16.986692554947616,6.0
305,16.986692554947616,6.0
306,16.986692554947616,6.0
307,16.986692554947616,6.0
308,16.986692554947616,6.0
309,16.986692554947616,6.0
310,16.986692554947616,6.0
311,16.986692554947616,6.0
312,16.986692554947616,6.0
313,16.986692554947616,6.0
314,16.986692554947616,6.0
315,16.986692554947616,6.0
316,16.986692554947616,6.0
317,16.986692554947616,6.0
318,16.986692554947616,6.0
319,16.986692554947616,6.0
320,16.986692554947616,6.0
321,16.986692554947616,6.0
322,16.986692554947616,6.0
323,16.986692554947616,6.0
324,16.986692554947616,6.0
325,16.986692554947616,6.0
326,16.986692554947616,6.0
327,16.986692554947616,6.0
328,16.986692554947616,6.0
329,16.986692554947616,6.0
330,16.986692554947616,6.0
331,16.986692554947616,6.0
332,16.986692554947616,6.0
333,16.986692554947616,6.0
334,16.986692554947616,6.0
335,16.986692554947616,6.0
336,16.986692554947616,6.0
337,16.986692554947616,6.0
338,16.986692554947616,6.0
339,16.986692554947616,6.0
340,16.986692554947616,6.0
341,16.986692554947616,6.0
342,16.986692554947616,6.0
343,16.986692554947616,6.0
344,16.986692554947616,6.0
345,16.986692554947616,6.0
346,16.986692554947616,6.0
347,16.986692554947616,6.0
348,16.986692554947616,6.0
349,16.986692554947616,6.0
350,16.986692554947616,6.0
351,16.986692554947616,6.0
352,16.986692554947616,6.0
353,16.986692554947616,6.0
354,16.986692554947616,6.0
355,16.986692554947616,6.0
356,16.986692554947616,6.0
357,16.986692554947616,6.0
358,16.986692554947616,6.0
359,16.986692554947616,6.0
360,16.986692554947616,6.0
361,16.986692554947616,6.0
362,16.986692554947616,6.0
363,16.986692554947616,6.0
364,16.986692554947616,6.0
365,16.986692554947616,6.0
366,16.986692554947616,6.0
367,16.986692554947616,6.0
368,16.986692554947616,6.0
369,16.986692554947616,6.0
370,16.986692554947616,6.0
371,16.986692554947616,6.0
372,16.986692554947616,6.0
373,16.986692554947616,6.0
374,16.986692554947616,6.0
375,16.986692554947616,6.0
376,16.986692554947616,6.0
377,16.986692554947616,6.0
378,16.986692554947616,6.0
379,16.986692554947616,6.0
380,16.986692554947616,6.0
381,16.986692554947616,6.0
382,16.986692554947616,6.0
383,16.986692554947616,6.0
384,16.986692554947616,6.0
385,16.986692554947616,6.0
386,16.986692554947616,6.0
387,16.986692554947616,6.0
388,16.986692554947616,6.0
389,16.986692554947616,6.0
390,16.986692554947616,6.0
391,16.986692554947616,6.0
392,16.986692554947616,6.0
393,16.986692554947616,6.0
394,16.986692554947616,6.0
395,16.986692554947616,6.0
396,16.986692554947616,6.0
397,16.986692554947616,6.0
398,16.986692554947616,6.0
399,16.986692554947616,6.0
400,16.986692554947616,6.0
401,16.986692554947616,6.0
402,16.986692554947616,6.0
